"sale_id","sale_date","customer_id","product_id","quantity","unit_price","discount","sales_rep_id","region_id","sales_sum"
S03138,2021-04-09,C003,P001,6,80.81,0.05,SR03,R02,460.616985722736
S03139,2022-09-21,C003,P001,2,32.07,0.0,SR01,R03,64.1399993896484
S03140,2021-05-11,C002,P003,1,71.38,0.15,SR03,R01,60.6729972399473
S03141,2021-11-30,C001,P001,5,91.06,0.05,SR03,R01,432.534988064095
S03142,2021-01-29,C001,P003,5,41.54,0.0,SR02,R02,207.700004577637
S03143,2021-12-03,C001,P004,6,12.66,0.0,SR03,R02,75.9599990844727
S03144,2020-11-03,C002,P001,3,12.21,0.1,SR01,R03,32.9670000484139
S03145,2024-11-26,C002,P003,1,22.56,0.05,SR02,R01,21.4319994758368
S03146,2020-07-01,C004,P001,4,19.9,0.1,SR02,R03,71.6399985080957
S03147,2021-09-20,C003,P003,4,77.33,0.15,SR02,R01,262.922004381895
S03148,2024-12-22,C003,P001,2,36.54,0.15,SR01,R03,62.1180011208057
S03149,2021-05-24,C001,P002,8,68.73,0.1,SR02,R02,494.856023350596
S03150,2024-09-27,C002,P002,6,13.82,0.1,SR03,R01,74.6279982284904
S03151,2021-06-29,C002,P001,3,36.62,0.05,SR02,R01,104.36699687402
S03152,2024-05-06,C001,P002,1,31.07,0.05,SR01,R01,29.5164996869341
S03153,2021-09-15,C001,P001,3,34.92,0.05,SR01,R03,99.5219947034419
S03154,2024-11-22,C004,P001,8,27.16,0.15,SR02,R03,184.687997667313
S03155,2021-08-16,C003,P004,4,65.61,0.1,SR03,R03,236.1960018062
S03156,2022-01-13,C003,P004,3,69.64,0.0,SR01,R01,208.919998168945
S03157,2023-06-04,C003,P002,4,23.36,0.1,SR01,R02,84.0960020580292
S03158,2024-11-03,C004,P004,4,76.7,0.0,SR01,R03,306.799987792969
S03159,2024-10-22,C001,P004,2,32.5,0.05,SR02,R01,61.7499999515712
S03160,2023-12-30,C001,P001,4,35.46,0.05,SR01,R03,134.747996415317
S03161,2023-12-16,C003,P003,9,84.59,0.1,SR01,R01,685.178969202474
S03162,2021-07-07,C003,P001,4,91.1,0.0,SR01,R01,364.399993896484
S03163,2020-01-21,C004,P004,1,84.23,0.15,SR02,R03,71.5955023513436
S03164,2021-07-07,C002,P001,1,23.3,0.05,SR01,R01,22.1349992578477
S03165,2021-01-31,C002,P002,1,99.93,0.05,SR01,R03,94.9335002154633
S03166,2021-09-16,C003,P003,5,70.49,0.1,SR02,R01,317.204989861771
S03167,2020-04-14,C004,P004,6,55.96,0.1,SR02,R02,302.183994555831
S03168,2020-07-10,C003,P004,6,95.94,0.15,SR03,R02,489.29400902009
S03169,2020-01-17,C002,P001,6,83.56,0.1,SR01,R02,451.223986069322
S03170,2023-02-17,C003,P001,9,72.26,0.15,SR02,R02,552.789012465835
S03171,2021-01-27,C002,P001,1,85.46,0.0,SR03,R03,85.4599990844727
S03172,2021-02-28,C002,P001,6,44.69,0.15,SR01,R01,227.918991397977
S03173,2020-05-08,C002,P004,8,71.6,0.0,SR02,R01,572.799987792969
S03174,2023-02-27,C001,P001,8,27.15,0.05,SR02,R02,206.339996939003
S03175,2021-07-25,C001,P004,3,98.92,0.1,SR01,R02,267.083994613945
S03176,2024-05-02,C003,P001,5,63.01,0.05,SR01,R01,299.297491792552
S03177,2020-01-29,C002,P003,4,83.28,0.15,SR03,R01,283.151993864059
S03178,2023-01-25,C001,P003,1,46.66,0.15,SR01,R01,39.660999592185
S03179,2022-10-30,C003,P001,9,78.27,0.15,SR01,R02,598.765470120728
S03180,2020-08-29,C003,P001,5,44.86,0.0,SR01,R01,224.300003051758
S03181,2020-08-19,C003,P002,2,63.1,0.05,SR02,R02,119.889997006804
S03182,2022-02-27,C003,P003,2,80.03,0.05,SR03,R02,152.05699756141
S03183,2023-07-31,C003,P004,7,20.48,0.15,SR03,R02,121.855996421814
S03184,2021-12-15,C004,P003,4,42.11,0.1,SR03,R01,151.59600194627
S03185,2022-01-28,C002,P004,1,59.04,0.05,SR02,R02,56.0880008257627
S03186,2022-03-12,C003,P001,5,40.06,0.1,SR01,R03,180.270005881339
S03187,2022-02-14,C004,P003,2,37.83,0.05,SR02,R01,71.8770034226328
S03188,2021-12-26,C002,P003,7,35.35,0.15,SR03,R01,210.332489446104
S03189,2020-07-18,C001,P002,9,30.5,0.15,SR01,R01,233.324998363853
S03190,2022-08-02,C003,P002,1,86.4,0.05,SR01,R01,82.0800013852119
S03191,2020-03-19,C004,P003,2,93.13,0.0,SR03,R02,186.259994506836
S03192,2022-08-13,C001,P003,6,73.02,0.0,SR01,R03,438.119979858398
S03193,2022-05-05,C004,P003,8,12.7,0.05,SR02,R02,96.5199984747171
S03194,2023-04-11,C002,P004,7,80.76,0.15,SR03,R03,480.522009341001
S03195,2021-04-11,C002,P001,9,57.87,0.05,SR02,R01,494.788490479566
S03196,2021-08-03,C001,P002,2,78.23,0.1,SR01,R02,140.814005809337
S03197,2023-12-10,C004,P001,9,49.36,0.15,SR03,R02,377.604002021313
S03198,2022-07-28,C003,P002,4,13.72,0.0,SR01,R02,54.8800010681152
S03199,2021-03-24,C003,P002,3,71.36,0.0,SR03,R03,214.080001831055
S03200,2020-03-27,C001,P002,7,49.97,0.05,SR03,R03,332.300507857062
S03201,2020-04-10,C001,P003,5,88.66,0.1,SR03,R01,398.970015818924
S03202,2022-10-28,C001,P002,5,76.43,0.15,SR03,R02,324.827499019206
S03203,2022-04-24,C004,P001,2,42.36,0.0,SR03,R01,84.7200012207031
S03204,2023-05-08,C003,P002,6,75.17,0.05,SR01,R03,428.468989226952
S03205,2024-03-08,C003,P001,6,54.57,0.05,SR03,R01,311.048998016551
S03206,2020-03-27,C003,P002,4,27.95,0.15,SR02,R02,95.0300019276142
S03207,2020-02-12,C001,P002,5,47.79,0.05,SR03,R02,227.002504170723
S03208,2023-11-09,C003,P003,7,30.03,0.05,SR02,R03,199.699504409574
S03209,2024-07-02,C002,P001,8,10.45,0.05,SR01,R03,79.4199984881282
S03210,2023-12-29,C001,P002,6,32.21,0.0,SR03,R01,193.259994506836
S03211,2021-02-11,C003,P002,5,28.86,0.0,SR03,R02,144.300003051758
S03212,2024-02-15,C004,P001,3,10.39,0.1,SR02,R01,28.0530008805245
S03213,2021-10-25,C001,P002,7,80.55,0.15,SR03,R03,479.272514797151
S03214,2022-11-06,C002,P004,8,16.93,0.15,SR01,R03,115.12400126791
S03215,2024-07-26,C002,P003,3,50.42,0.15,SR01,R01,128.570994429231
S03216,2020-05-27,C004,P001,5,47.61,0.15,SR03,R02,202.342501175106
S03217,2020-10-03,C004,P003,2,26.33,0.05,SR02,R03,50.0269998158067
S03218,2020-08-19,C001,P004,4,97.02,0.15,SR01,R01,329.867986273289
S03219,2020-12-31,C001,P004,4,64.34,0.1,SR03,R02,231.62398643291
S03220,2023-06-05,C002,P004,8,83.22,0.15,SR02,R01,565.896004332542
S03221,2024-08-01,C004,P001,3,54.65,0.15,SR02,R03,139.357502913773
S03222,2021-03-11,C001,P004,5,75.05,0.05,SR01,R02,356.487514216267
S03223,2021-02-02,C002,P001,5,97.28,0.05,SR03,R03,462.079993839264
S03224,2023-05-19,C004,P001,2,41.36,0.05,SR01,R03,78.5840010980368
S03225,2023-11-15,C002,P002,9,55.38,0.1,SR02,R03,448.57800790903
S03226,2021-05-13,C003,P001,4,56.31,0.05,SR01,R03,213.978005050689
S03227,2021-06-23,C004,P004,9,99.28,0.15,SR03,R03,759.491985335827
S03228,2021-07-16,C001,P001,9,30.98,0.1,SR01,R01,250.93799587664
S03229,2024-02-23,C001,P001,2,70.78,0.0,SR02,R03,141.559997558594
S03230,2021-03-17,C003,P003,9,22.44,0.05,SR01,R03,191.862004415721
S03231,2023-07-08,C004,P004,9,93.44,0.1,SR02,R03,756.864018522263
S03232,2022-02-11,C002,P001,2,63.13,0.0,SR02,R02,126.26000213623
S03233,2020-12-15,C001,P002,6,87.35,0.05,SR02,R03,497.894990912005
S03234,2023-10-07,C003,P001,9,90.57,0.0,SR01,R02,815.129997253418
S03235,2021-06-03,C003,P001,4,60.14,0.05,SR03,R01,228.531997501433
S03236,2023-09-05,C004,P003,2,71.38,0.1,SR02,R03,128.483994843423
S03237,2020-05-17,C004,P004,7,72.88,0.05,SR01,R01,484.651981355131
S03238,2024-04-22,C001,P004,9,51.44,0.05,SR02,R01,439.81198791343
S03239,2024-07-04,C003,P002,6,49.14,0.1,SR01,R03,265.355996264756
S03240,2022-09-18,C002,P002,4,26.76,0.1,SR02,R01,96.3360006644726
S03241,2021-01-02,C003,P002,1,44.55,0.15,SR01,R03,37.8674990859628
S03242,2023-05-28,C002,P001,4,99.17,0.15,SR02,R01,337.177991410017
S03243,2023-09-22,C002,P001,3,34.29,0.1,SR02,R02,92.5830023186356
S03244,2023-05-31,C001,P002,7,78.62,0.05,SR02,R02,522.823017854735
S03245,2024-07-29,C003,P004,5,15.34,0.0,SR03,R02,76.7000007629395
S03246,2024-11-26,C002,P004,3,52.07,0.1,SR01,R03,140.588998943254
S03247,2020-12-25,C004,P002,2,15.26,0.0,SR03,R01,30.5200004577637
S03248,2022-07-09,C002,P003,2,52.82,0.15,SR01,R02,89.7939988515377
S03249,2020-11-24,C004,P004,5,12.48,0.15,SR02,R03,53.0399976825714
S03250,2022-08-19,C004,P004,8,65.2,0.1,SR01,R02,469.439977250099
S03251,2021-04-07,C003,P002,8,62.79,0.1,SR01,R02,452.088005843282
S03252,2022-08-03,C004,P004,5,81.81,0.05,SR02,R03,388.597488098554
S03253,2022-08-20,C002,P001,2,62.5,0.15,SR02,R02,106.249999254942
S03254,2024-05-03,C004,P001,4,93.34,0.15,SR02,R03,317.355985323429
S03255,2023-11-06,C003,P004,7,80.48,0.1,SR01,R02,507.02402030921
S03256,2022-04-15,C001,P001,6,21.94,0.0,SR02,R03,131.640003204346
S03257,2024-06-01,C002,P003,7,33.89,0.05,SR02,R02,225.368495764412
S03258,2024-06-28,C002,P004,5,12.36,0.1,SR01,R01,55.6199983629584
S03259,2020-06-17,C003,P002,2,44.75,0.0,SR03,R01,89.5
S03260,2020-08-04,C003,P001,8,55.86,0.05,SR01,R03,424.53600430572
S03261,2021-01-12,C003,P003,2,95.14,0.0,SR01,R03,190.279998779297
S03262,2020-04-28,C003,P003,8,57.0,0.05,SR01,R01,433.199999660254
S03263,2020-07-08,C002,P001,7,80.29,0.05,SR02,R03,533.928505669512
S03264,2022-02-05,C001,P003,3,34.12,0.05,SR01,R02,97.2419968796074
S03265,2021-01-04,C004,P004,4,23.78,0.15,SR03,R02,80.8520017676353
S03266,2024-12-06,C004,P003,7,82.98,0.1,SR01,R02,522.774020283133
S03267,2020-05-28,C001,P001,4,32.27,0.15,SR01,R02,109.71800078702
S03268,2024-08-26,C001,P003,9,88.42,0.15,SR02,R02,676.412981249213
S03269,2021-10-13,C001,P001,7,25.29,0.05,SR02,R02,168.178505956359
S03270,2024-02-20,C003,P001,1,86.64,0.1,SR03,R02,77.9759993215799
S03271,2022-02-08,C002,P003,1,79.56,0.1,SR01,R03,71.6039976841807
S03272,2021-01-08,C002,P001,4,65.01,0.1,SR01,R01,234.03600730294
S03273,2022-02-19,C002,P001,9,86.52,0.1,SR01,R02,700.811971648514
S03274,2024-09-12,C003,P002,4,39.76,0.05,SR01,R02,151.087993503332
S03275,2020-06-08,C002,P004,5,24.94,0.1,SR01,R03,112.230002217442
S03276,2020-12-16,C003,P001,1,24.13,0.0,SR01,R03,24.1299991607666
S03277,2023-08-04,C002,P004,2,34.33,0.0,SR02,R01,68.6600036621094
S03278,2023-08-04,C001,P002,4,50.16,0.15,SR03,R01,170.543998285294
S03279,2022-06-10,C004,P002,4,88.84,0.05,SR01,R03,337.591985819221
S03280,2023-06-03,C004,P002,6,18.06,0.15,SR01,R02,92.1059966304302
S03281,2021-06-06,C003,P002,6,92.37,0.15,SR02,R02,471.08701070416
S03282,2021-06-05,C002,P004,8,93.29,0.1,SR01,R02,671.688005479693
S03283,2022-02-21,C004,P003,9,75.45,0.0,SR02,R02,679.04997253418
S03284,2020-09-29,C001,P003,1,91.03,0.0,SR03,R02,91.0299987792969
S03285,2022-07-24,C001,P004,1,79.3,0.1,SR01,R03,71.3700026284158
S03286,2023-11-26,C001,P001,6,57.55,0.1,SR03,R01,310.76999536559
S03287,2020-07-01,C003,P004,4,64.07,0.05,SR01,R01,243.465998649389
S03288,2024-08-15,C003,P001,4,66.54,0.0,SR03,R03,266.160003662109
S03289,2021-05-02,C002,P001,1,21.42,0.15,SR03,R02,18.2069999371767
S03290,2022-04-25,C001,P003,9,27.37,0.15,SR01,R03,209.380504951894
S03291,2020-05-03,C002,P002,3,57.1,0.05,SR03,R01,162.734995523617
S03292,2022-09-11,C002,P003,5,20.37,0.0,SR02,R01,101.850004196167
S03293,2024-07-07,C001,P003,1,96.85,0.1,SR02,R01,87.1649984823912
S03294,2022-02-28,C002,P004,8,55.64,0.15,SR03,R01,378.351993196487
S03295,2021-02-17,C004,P004,3,44.21,0.0,SR03,R03,132.629997253418
S03296,2024-10-14,C003,P001,1,24.18,0.0,SR02,R02,24.1800003051758
S03297,2023-04-10,C002,P004,6,47.49,0.0,SR01,R02,284.940010070801
S03298,2023-08-04,C001,P001,1,37.22,0.1,SR02,R03,33.4980010431707
S03299,2023-12-29,C003,P001,3,17.91,0.15,SR03,R02,45.6704992906451
S03300,2021-11-16,C003,P002,5,97.03,0.1,SR02,R02,436.634993783906
S03301,2020-04-22,C002,P002,4,33.85,0.0,SR01,R02,135.399993896484
S03302,2022-06-06,C004,P003,7,72.14,0.0,SR02,R02,504.979995727539
S03303,2020-05-01,C002,P002,6,18.22,0.15,SR01,R01,92.92199584651
S03304,2024-04-16,C004,P001,3,92.19,0.15,SR03,R02,235.0845045771
S03305,2023-05-30,C003,P004,8,63.17,0.1,SR02,R03,454.823986063361
S03306,2024-07-12,C002,P002,8,69.12,0.1,SR02,R01,497.664018951416
S03307,2020-02-08,C001,P002,2,80.36,0.1,SR01,R01,144.648000859141
S03308,2021-05-11,C002,P002,7,64.53,0.0,SR02,R03,451.709991455078
S03309,2022-02-18,C004,P002,1,16.38,0.15,SR02,R02,13.9229991890192
S03310,2023-06-10,C004,P001,2,48.66,0.05,SR01,R01,92.453999637574
S03311,2022-07-31,C002,P001,8,33.58,0.15,SR02,R03,228.344010849953
S03312,2024-04-02,C004,P003,1,53.8,0.15,SR01,R03,45.7299990308285
S03313,2020-05-28,C003,P004,2,46.39,0.15,SR03,R02,78.8629984093905
S03314,2023-11-21,C002,P003,1,84.39,0.05,SR02,R02,80.1704993572906
S03315,2022-10-18,C004,P003,5,32.23,0.1,SR01,R03,145.034997699931
S03316,2021-10-22,C002,P002,7,28.12,0.05,SR01,R02,186.998005434245
S03317,2024-07-19,C002,P004,6,96.23,0.15,SR02,R03,490.773013678908
S03318,2020-10-28,C001,P002,6,95.46,0.15,SR01,R02,486.845991916895
S03319,2023-10-15,C002,P001,6,99.41,0.0,SR03,R02,596.460021972656
S03320,2020-08-25,C001,P003,8,61.15,0.15,SR03,R03,415.820007460117
S03321,2021-10-08,C004,P004,5,20.18,0.05,SR02,R03,95.8550013744086
S03322,2021-10-24,C001,P001,7,89.22,0.05,SR03,R02,593.313007652357
S03323,2020-08-23,C001,P003,3,23.06,0.05,SR02,R03,65.7209984263927
S03324,2024-10-25,C001,P004,9,24.0,0.1,SR02,R01,194.399999678135
S03325,2020-07-21,C003,P003,3,27.41,0.0,SR01,R02,82.2299995422363
S03326,2020-09-12,C001,P004,6,68.81,0.1,SR01,R01,371.573986201197
S03327,2021-08-20,C002,P003,3,19.65,0.05,SR01,R01,56.0024988688901
S03328,2021-10-23,C001,P002,1,80.05,0.1,SR01,R01,72.0450026272982
S03329,2020-08-22,C002,P003,1,15.24,0.0,SR02,R03,15.2399997711182
S03330,2023-09-30,C001,P003,3,19.94,0.0,SR01,R02,59.8200016021729
S03331,2021-06-17,C003,P004,4,49.1,0.0,SR01,R02,196.399993896484
S03332,2022-05-09,C004,P004,2,44.13,0.0,SR03,R01,88.2600021362305
S03333,2024-12-25,C001,P002,9,99.07,0.05,SR02,R03,847.048496726431
S03334,2024-12-09,C001,P004,8,97.02,0.15,SR03,R02,659.735972546578
S03335,2024-01-29,C003,P003,3,27.07,0.05,SR03,R02,77.1494990697429
S03336,2022-02-08,C001,P004,7,95.2,0.05,SR03,R02,633.079979209304
S03337,2021-06-24,C002,P004,4,72.3,0.05,SR01,R01,274.740011381209
S03338,2020-07-31,C001,P004,5,46.8,0.05,SR02,R01,222.299996201694
S03339,2021-04-07,C001,P002,4,76.57,0.1,SR03,R01,275.651998444974
S03340,2021-03-11,C004,P002,9,91.01,0.0,SR03,R01,819.090019226074
S03341,2020-10-09,C004,P001,7,26.21,0.15,SR02,R01,155.949493459046
S03342,2024-05-04,C001,P002,4,27.64,0.15,SR01,R02,93.9759972658157
S03343,2024-06-18,C003,P002,8,46.78,0.15,SR03,R01,318.103989468575
S03344,2024-01-26,C004,P002,2,25.23,0.05,SR02,R03,47.9369990926534
S03345,2023-12-01,C001,P003,7,42.44,0.0,SR01,R01,297.079990386963
S03346,2020-03-28,C004,P001,1,68.11,0.0,SR01,R01,68.1100006103516
S03347,2022-12-03,C001,P003,8,83.15,0.15,SR01,R01,565.420006411076
S03348,2021-04-05,C004,P002,6,37.17,0.15,SR01,R02,189.566989332318
S03349,2020-10-04,C004,P002,5,35.36,0.05,SR01,R02,167.960002767444
S03350,2024-09-02,C002,P001,9,80.18,0.15,SR02,R03,613.376998033404
S03351,2021-02-24,C001,P001,9,44.29,0.05,SR01,R02,378.679507530771
S03352,2024-09-20,C001,P004,3,83.66,0.15,SR03,R01,213.333007842421
S03353,2023-10-08,C001,P002,9,99.4,0.0,SR02,R03,894.60001373291
S03354,2021-11-26,C001,P002,9,98.17,0.0,SR03,R03,883.529983520508
S03355,2021-05-29,C004,P003,2,69.64,0.0,SR03,R03,139.279998779297
S03356,2021-12-03,C002,P004,5,43.77,0.1,SR01,R01,196.965001733825
S03357,2024-07-11,C002,P002,2,15.89,0.15,SR01,R02,27.0130003942251
S03358,2020-01-19,C003,P003,1,76.42,0.1,SR02,R02,68.7779982381761
S03359,2020-01-23,C001,P001,7,98.02,0.0,SR02,R01,686.139976501465
S03360,2021-02-16,C003,P003,4,16.12,0.15,SR03,R02,54.8080024690628
S03361,2022-11-19,C004,P002,5,10.56,0.1,SR01,R01,47.520001809597
S03362,2020-04-17,C003,P003,4,84.86,0.0,SR01,R01,339.440002441406
S03363,2023-10-22,C001,P003,6,19.2,0.0,SR03,R03,115.200004577637
S03364,2023-07-28,C002,P004,2,17.35,0.15,SR01,R02,29.4950004416704
S03365,2023-02-25,C002,P004,8,91.93,0.15,SR02,R03,625.123997691631
S03366,2023-06-06,C001,P001,4,17.16,0.05,SR03,R02,65.2079993690252
S03367,2023-02-08,C004,P004,8,20.26,0.15,SR01,R01,137.768000590324
S03368,2020-05-15,C001,P003,3,61.26,0.0,SR03,R03,183.7799949646
S03369,2020-12-27,C004,P004,5,78.11,0.05,SR01,R01,371.022502608187
S03370,2023-04-24,C002,P002,3,45.96,0.05,SR01,R01,130.985997288018
S03371,2024-08-06,C004,P003,7,47.85,0.15,SR01,R03,284.707488924563
S03372,2024-05-26,C001,P003,3,66.94,0.0,SR02,R03,200.820007324219
S03373,2020-05-08,C001,P003,8,55.49,0.1,SR03,R02,399.528011423469
S03374,2023-07-08,C001,P002,9,11.68,0.0,SR02,R02,105.120002746582
S03375,2021-05-29,C004,P003,2,20.22,0.0,SR02,R03,40.439998626709
S03376,2021-03-24,C004,P004,3,62.34,0.15,SR03,R02,158.966999274373
S03377,2023-02-01,C004,P002,7,81.43,0.1,SR03,R01,513.009001073226
S03378,2024-02-15,C002,P003,5,78.68,0.05,SR01,R01,373.730001156479
S03379,2023-06-01,C003,P004,7,76.61,0.1,SR01,R01,482.64300304611
S03380,2022-05-23,C003,P004,2,79.41,0.15,SR03,R01,134.997005278945
S03381,2024-02-23,C001,P001,4,14.0,0.0,SR01,R01,56
S03382,2021-04-17,C002,P004,1,90.56,0.0,SR01,R01,90.5599975585938
S03383,2022-10-30,C004,P004,5,90.04,0.1,SR03,R02,405.180003449023
S03384,2023-11-29,C001,P001,8,57.87,0.1,SR02,R03,416.663991619706
S03385,2020-10-28,C002,P001,1,32.37,0.15,SR03,R03,27.5144988991618
S03386,2020-08-18,C001,P002,7,63.3,0.1,SR03,R02,398.789994533211
S03387,2024-10-20,C002,P004,7,60.21,0.15,SR02,R02,358.249492040455
S03388,2022-07-11,C002,P002,7,30.07,0.05,SR01,R02,199.965497813754
S03389,2022-12-25,C003,P002,1,64.28,0.1,SR02,R03,57.8519988055825
S03390,2022-07-25,C001,P003,3,81.76,0.0,SR02,R02,245.280006408691
S03391,2020-04-21,C004,P002,2,82.55,0.1,SR03,R02,148.590005247146
S03392,2022-11-02,C003,P002,5,15.37,0.0,SR01,R03,76.8499994277954
S03393,2023-11-17,C003,P002,2,27.74,0.05,SR01,R02,52.7059995237887
S03394,2021-05-14,C004,P002,5,70.14,0.05,SR02,R01,333.164996839538
S03395,2022-07-20,C002,P001,5,87.38,0.1,SR03,R03,393.209986989349
S03396,2021-08-20,C004,P004,4,56.91,0.15,SR02,R03,193.493998124361
S03397,2020-08-21,C001,P003,7,73.68,0.0,SR01,R03,515.76000213623
S03398,2021-08-24,C004,P001,6,11.9,0.05,SR01,R02,67.8299977724254
S03399,2020-11-09,C002,P003,2,64.76,0.1,SR03,R03,116.568003652215
S03400,2021-07-19,C004,P003,4,96.57,0.05,SR03,R01,366.965998552531
S03401,2022-11-01,C002,P001,7,69.49,0.1,SR02,R01,437.786985816911
S03402,2020-07-27,C002,P002,9,93.0,0.0,SR03,R03,837
S03403,2022-11-03,C001,P001,9,60.94,0.1,SR02,R01,493.613988059074
S03404,2024-07-14,C004,P003,3,85.9,0.0,SR03,R02,257.700004577637
S03405,2023-12-12,C004,P003,1,21.17,0.05,SR02,R03,20.1115000567064
S03406,2023-12-31,C001,P002,9,21.12,0.0,SR01,R01,190.080007553101
S03407,2023-11-01,C002,P001,8,20.82,0.0,SR01,R02,166.559997558594
S03408,2022-11-09,C004,P004,7,54.0,0.15,SR01,R03,321.299997746944
S03409,2021-08-09,C001,P003,6,39.72,0.05,SR01,R03,226.404006780446
S03410,2024-11-13,C002,P001,7,74.73,0.0,SR01,R03,523.110023498535
S03411,2024-10-24,C001,P002,9,91.24,0.15,SR01,R01,697.985978763342
S03412,2022-10-11,C004,P002,6,65.74,0.15,SR03,R03,335.273986754179
S03413,2022-12-29,C001,P004,3,29.19,0.0,SR03,R01,87.5700016021729
S03414,2023-05-19,C003,P003,3,93.78,0.1,SR03,R02,253.205996284872
S03415,2023-01-29,C002,P004,4,57.51,0.0,SR02,R02,230.039993286133
S03416,2021-11-28,C003,P004,8,74.8,0.1,SR03,R02,538.560021080971
S03417,2020-05-11,C003,P004,9,90.15,0.0,SR03,R03,811.35001373291
S03418,2024-07-04,C002,P004,8,99.08,0.05,SR02,R02,753.008013325453
S03419,2023-11-05,C002,P002,2,55.55,0.15,SR02,R01,94.4349980407953
S03420,2023-03-01,C001,P003,4,82.73,0.0,SR01,R01,330.920013427734
S03421,2022-11-09,C002,P004,4,61.02,0.0,SR03,R01,244.080001831055
S03422,2021-06-19,C003,P003,2,53.78,0.0,SR03,R01,107.559997558594
S03423,2022-10-10,C003,P002,8,58.39,0.1,SR02,R01,420.407994909406
S03424,2020-08-14,C004,P002,3,53.58,0.05,SR01,R01,152.703005098745
S03425,2023-03-23,C002,P001,2,47.89,0.05,SR03,R02,90.9909987689704
S03426,2024-10-31,C003,P001,7,75.13,0.0,SR02,R03,525.909980773926
S03427,2024-02-01,C004,P003,1,32.47,0.15,SR02,R01,27.5995008440614
S03428,2022-04-01,C004,P001,6,65.47,0.15,SR03,R02,333.897003884196
S03429,2022-05-20,C001,P004,3,74.17,0.0,SR02,R02,222.509994506836
S03430,2021-02-08,C003,P003,3,90.29,0.1,SR02,R01,243.783002068296
S03431,2020-07-20,C001,P002,5,39.87,0.15,SR03,R02,169.447494272292
S03432,2020-02-07,C003,P002,3,87.45,0.05,SR01,R01,249.232491107024
S03433,2022-07-30,C001,P004,4,95.08,0.15,SR03,R03,323.272003958702
S03434,2024-11-30,C001,P001,3,68.38,0.15,SR01,R01,174.368991773486
S03435,2020-07-06,C002,P003,7,79.43,0.0,SR02,R03,556.01000213623
S03436,2022-12-16,C001,P003,3,46.51,0.15,SR03,R02,118.600494888246
S03437,2022-07-29,C002,P004,4,95.69,0.0,SR03,R02,382.760009765625
S03438,2022-11-09,C004,P001,2,70.38,0.05,SR01,R01,133.72199467662
S03439,2020-09-29,C003,P003,2,37.91,0.15,SR02,R02,64.4469992886782
S03440,2023-02-16,C004,P004,9,46.38,0.0,SR03,R02,417.420009613037
S03441,2021-08-05,C003,P003,1,65.6,0.0,SR03,R03,65.5999984741211
S03442,2021-05-30,C004,P002,1,31.07,0.05,SR02,R01,29.5164996869341
S03443,2023-05-29,C003,P003,1,77.85,0.15,SR01,R01,66.1724982389808
S03444,2021-06-09,C001,P003,3,30.22,0.1,SR03,R03,81.5939980109632
S03445,2024-03-18,C003,P003,2,63.26,0.15,SR02,R03,107.541996392488
S03446,2024-10-17,C003,P001,3,72.73,0.0,SR03,R03,218.190010070801
S03447,2024-10-30,C004,P001,5,87.38,0.0,SR03,R01,436.89998626709
S03448,2020-12-01,C004,P004,9,76.05,0.05,SR03,R03,650.227525582574
S03449,2021-11-28,C004,P001,2,81.89,0.05,SR01,R01,155.590998718306
S03450,2022-12-14,C002,P003,1,92.16,0.1,SR02,R03,82.9440031585693
S03451,2021-05-14,C002,P003,6,63.8,0.1,SR03,R02,344.519995309711
S03452,2022-06-18,C003,P001,3,86.17,0.0,SR03,R01,258.509994506836
S03453,2022-02-04,C003,P001,7,30.87,0.1,SR03,R01,194.481004965171
S03454,2021-06-19,C001,P003,6,83.33,0.1,SR01,R01,449.982009142667
S03455,2020-06-10,C001,P003,7,29.95,0.1,SR03,R02,188.685004494116
S03456,2024-08-20,C003,P002,5,94.12,0.15,SR02,R02,400.010008867979
S03457,2021-08-16,C002,P004,1,39.7,0.15,SR01,R01,33.7450004118681
S03458,2020-06-07,C003,P001,3,25.47,0.0,SR02,R03,76.4099979400635
S03459,2023-04-26,C001,P004,3,23.34,0.15,SR03,R01,59.5169999717474
S03460,2020-02-29,C002,P003,7,26.85,0.1,SR03,R01,169.155002123192
S03461,2022-07-03,C002,P004,3,50.28,0.1,SR01,R02,135.755996479332
S03462,2023-09-04,C001,P001,5,56.99,0.1,SR03,R02,256.455007128492
S03463,2020-07-29,C003,P001,4,92.24,0.15,SR02,R03,313.615990537643
S03464,2021-02-09,C004,P004,4,44.29,0.05,SR02,R03,168.302003347009
S03465,2021-10-25,C003,P001,7,29.57,0.1,SR02,R01,186.290997768953
S03466,2023-02-06,C003,P002,1,76.94,0.1,SR03,R01,69.2460020826161
S03467,2023-01-04,C001,P003,7,22.12,0.05,SR03,R03,147.098005465537
S03468,2021-06-25,C002,P003,8,90.31,0.05,SR01,R01,686.355980907023
S03469,2023-08-30,C001,P001,3,46.85,0.0,SR01,R01,140.549995422363
S03470,2022-09-24,C003,P003,3,65.25,0.0,SR02,R03,195.75
S03471,2023-02-14,C004,P002,4,26.76,0.15,SR02,R03,90.9840001401901
S03472,2022-07-15,C004,P001,6,23.1,0.05,SR01,R03,131.670002071112
S03473,2022-05-17,C004,P002,7,81.9,0.0,SR01,R02,573.300010681152
S03474,2024-09-23,C001,P002,1,48.67,0.1,SR02,R03,43.8029982795268
S03475,2020-01-19,C002,P003,4,98.81,0.0,SR01,R02,395.239990234375
